,id,link,title,publicationName,affiliation,abstract,publicationDate,ref_count,publicationYear
379,379,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151161661&origin=inward,"Effectiveness of Cognitive Behavioral Therapy to Reduce Depression, Anxiety and Stress among Hospitalized Patients with Congestive Heart Failure in Central Java",Jurnal Ners,"[('Universitas Muhammadiyah Surakarta', 'Surakarta', 'Indonesia')]","© 2019, Faculty of Nursing, Universitas Airlangga. All rights reserved.Introduction: Psychological problems in patients with heart failure are the result of a combination of the influence of behavior and interactions with physiological responses, which if not handled properly will contribute to worsening clinical symptoms and have a higher risk of rehospitalization. The objective of the study was to evaluate the effects of cognitive behavior therapy (CBT) on psychological symptoms among CHF patients. Methods: This was a quasi-experimental, pretest-posttest control study that applying a CBT to overcome depression, anxiety, and stress. Thirty eligible respondents were recruited and were randomly divided into a case group and waiting list group. Psychological symptoms of respondents were measured using Depression, Anxiety and Stress Scale – 21 questionnaires (DASS-21). Chi-square was used to compare demographic data between groups and T-test analysis was used to describe changes in mean scores between and within groups. Both groups had similar characteristics and psychological symptoms level at baseline. Results: The mean score of depression, anxiety and stress showed a significant difference within the group after the intervention (p<0.05). Conclusion: A recent study found that CBT was effective to reduce psychological symptoms among CHF patients. Based on the study results it can be highlighted that it is important for nurses to provide brief CBT to hospitalized patients in an effort to reduce short term psychological symptoms.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",23,2019
380,380,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151154294&origin=inward,Effect of Foot Exercise and Care on Peripheral Vascular Status in Patients with Diabetes Mellitus,Jurnal Ners,"[('Universitas Kristen Indonesia', 'Jakarta', 'Indonesia')]","© 2019, Faculty of Nursing, Universitas Airlangga. All rights reserved.Introduction: Diabetes mellitus is a cause of health problems which occurs in most countries. Approximately 13-15% of all patients with diabetes mellitus will experience peripheral circulatory disorders. Foot exercise and foot care are interventions that can be implemented to prevent foot ulcers. Methods: This study employed a pre-post-test quasi-experimental design with a control group. The sample consisted of 94 patients with diabetes mellitus who were assigned to the intervention group (n=47) and the control group (n=47) respectively. Consecutive sampling was used to recruit the samples. The instruments used to collect the data included 10-g monofilament for the diabetic neuropathy test, a HbA1c test and a sphygmomanometer. The collected data was analyzed using a paired t-test. Results: The results of this study showed there to be significant effects from foot exercise and foot care on the HbA1c test, in relation to the frequency of the dorsalis pedis artery and diabetic neuropathy with a significance value of 0.00 (p<0.05). However, in the ankle-brachial index measurement, there were no significant differences between the intervention and control groups with a significance value of 0.26 (p>0.05). Conclusion: Foot exercise and foot care can be one of the independent nursing interventions used to prevent the complications of diabetes mellitus, as they have been proven to improve the peripheral vascular status of patients with diabetes mellitus by 70-80%.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",19,2019
381,381,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151151518&origin=inward,The Effect of Early Mobilization on Intestinal Peristaltics in Patients after a Cesarean Section in Kendari City Hospital,Jurnal Ners,"[('Universitas Airlangga', 'Surabaya', 'Indonesia')]","© 2019, Faculty of Nursing, Universitas Airlangga. All rights reserved.Background: Cesarean section (CS) is the most significant surgical intervention that affects the central nervous system and that slows down the bowel movement after CS. Intervention in the early period after CS is needed to improve bowel function. This study aims to determine the effect of early mobilization on intestinal peristalsis after cesarean section. Method: This quasi-experimental study was conducted on 72 patients divided into two groups of 36 for the intervention group at Dewi Sartika Public Hospital and for the control group at Kendari Public Hospital. A paired T-test was used for the data analysis. Result: After the intervention, there was a significant improvement in intestinal peristalsis in the intervention group (P<0,05). Conclusion: Early mobilization is an effective intervention to improve intestinal peristalsis in patients after cesarean section.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",18,2019
382,382,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151148122&origin=inward,Effects of Handgrip Relaxation on Decreasing Blood Pressure in Patients with Hypertension,Jurnal Ners,"[('Universitas Kristen Indonesia', 'Jakarta', 'Indonesia')]","© 2019, Faculty of Nursing, Universitas Airlangga. All rights reserved.Introduction: Hypertension is a leading cause of death if it is not properly treated. Handgrip relaxation is an intervention that can be used to reduce the blood pressure in patients with hypertension. The purpose of this study was to determine the effects of handgrip relaxation on decreasing blood pressure in patients with hypertension. Methods: This study used a pre-test-post-test design with a control group and it was conducted at RSUD Dr. M. Haulussy, Ambon. The sample consisted of 14 patients aged 18 to 75 who suffered from hypertension type 1 and 2. The sampling method was consecutive sampling and the patients were divided into the intervention (n=7) and control group (n=7). Handgrip relaxation was administered to the patients in the intervention group. The data was analyzed using a One-Way ANOVA test. Results: The results showed a decrease in the systolic and diastolic blood pressures on the 3rd day with the highest mean value found in the intervention group and the control group had a significance value of 0.003 (p<0.05) and 0.014 (p<0.05). Conclusion: Handgrip relaxation had an effect on the decrease of systolic and diastolic blood pressures in patients with hypertension. Handgrip relaxation that was given for fifteen minutes over three days can be recommended as a nursing intervention to decrease the blood pressure of hypertensive patients.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",16,2019
383,383,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151138435&origin=inward,A Case Control Study on Physical Activity and Body Mass Index Associated with Hemorrhoids,Jurnal Ners,"[('Universiti Kebangsaan', 'Kebangsaan', 'Malaysia')]","© 2019, Faculty of Nursing, Universitas Airlangga. All rights reserved.Introduction: Body mass index (BMI) and physical activity are the controversial risk factors that cause hemorrhoids. This study was conducted to determine the association between body mass index and physical activity. Methods: This was a case-control study which involved two hundred and two patients using convenience sampling. They had to answer a questionnaire consisting of the International Physical Activity Questionnaire (IPAQ) which monitored their physical activity and their BMI was also measured. For the descriptive analysis, Chi square and an odd ratio were carried out. Results: There was a significant association between age and hemorrhoids (p=0.02), in which the patients who were younger than 50 years old were more likely to have hemorrhoids compared to those who were older than 50 years old (OR=2.268, 95%CI: 1.107-4.630). For the risk estimation calculation, the Chinese individuals were found to have a higher risk compared to non-Chinese individuals (OR=2.056, 95% CI: 1.174-3.601). BMI was proven to be significantly associated with hemorrhoids (p=0.043). Physical activities were found to not be statistically significant (p=0.209). Those with a low and moderate physical activity level were 1.24 times more likely to have hemorrhoids compared to those with a high level of physical activity (OR=1.243, 95%CI: 0.697-2.217). The confidence interval was between 0.697 and 2.217, therefore it was not statistically significant. Conclusion: Physical activity was not associated with the hemorrhoids. However, it was shown that good physical activity could help to regulate bowel function and therefore, the occurrence of hemorrhoids would be less likely. BMI was significantly associated with hemorrhoids.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",14,2019
384,384,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151137564&origin=inward,Family Counselling Enhances Environmental Control of Allergic Patients,Jurnal Ners,"[('Universitas Airlangga', 'Surabaya', 'Indonesia')]","© 2019, Faculty of Nursing, Universitas Airlangga. All rights reserved.Introduction: Allergies can cause complications such as inadequate nutrition, impaired sleep quality, and inhibition of child growth and development. There were about 15% children who suffered from dust allergies in 2017 in Indonesia. Parents lacking of knowledge about environmental control can increase the prevalence of allergic relapse in children. Counselling is a method of health education that aims to improve knowledge, and practice. The purpose of this study was to investigate whether counselling has any influence on allergic related knowledge and environmental control measures skills. Methods: The design of study was a pre-experiment design. There were 14 respondents in this study who were recruited at a university hospital based on inclusion criteria with consecutive sampling. The independent variable was counselling, the dependent variable were knowledge and environmental control measures. Data were collected using both a questionnaire was developed from the AAAAI and a check list was used to determine parents' skills on environmental controls. Data were analysed using Wilcoxon Sign Rank Test with significance level of α<0,05. Results: There was an influence of counselling on knowledge and environmental control measures (knowledge level, p= 0,001; practice level p= 0,001). Conclusion: It is concluded that counselling is significantly increased knowledge and environmental control measures level.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",30,2019
385,385,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151122881&origin=inward,The Implementation of Therapeutic Communications with Postoperative Patient Satisfaction in Islamic Hospital of Sultan Agung Semarang,Jurnal Ners,"[('Sultan Agung Islamic University', 'Semarang, Central Java', 'Indonesia')]","© 2019, Faculty of Nursing, Universitas Airlangga. All rights reserved.Introduction: Weaknesses in applying therapeutic communication are still a problem for nurses. This affects the quality of nursing services that have an impact on patient satisfaction. The purpose of this study was to identify the relationship between therapeutic communication and postoperative patient satisfaction. Methods: This research method was an analytical survey method used a cross sectional approach. Respondents in this study were postoperative patients who were treated in RSISA inpatient ward with 127 patients. Sampling technique that use was simple random sampling. The data analysis technique in this study used the Spearman test. Results: The results showed that the majority characteristics of respondents had female 61.4%, age 50-64 (33.8%), employment of private employees 24.4%, senior secondary education 37.0%. The results also showed that most therapeutic communication was in the good category (54.3%) and patient satisfaction in the category was very satisfied (52.8%). The results of this research showed that there was significant relationship between therapeutic communication and postoperative patient satisfaction with p-value 0,000 (p-value <0.05). Conclusion: The implications of this research can be a reference in increasing the ability of nurse therapeutic communication so that patient satisfaction with nursing services increases.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",13,2019
386,386,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85151117152&origin=inward,The Effect of Clinical Supervision on Nurse Performance,Jurnal Ners,"[('Universitas Airlangga', 'Surabaya', 'Indonesia')]","© 2019, Faculty of Nursing, Universitas Airlangga. All rights reserved.Introduction: The nursing department often incurs problems about the performance of the nurses in providing nursing care at the hospital. This condition must get the attention of the head of the room as the manager who is directly responsible for the nursing care provided by the implementing nurse. Supervision is a part of the directional function that has the role of maintaining the department so then all programmed activities can be carried out properly and smoothly. Methods: This systematic review was conducted to review the effect of clinical supervision on nurse performance. For the systematic review, a literature search of the PubMed, SAGE, Science direct, and Scopus databases using the keywords ‘nursing’, ‘clinical supervision’, ‘clinical performance’ and ‘nurse performance’ was conducted in February 2019. The search identified 15 relevant research articles from the 2.436 original articles and full texts published between 2013 and 2019. Results: The results show that clinical supervision has the potential to improve staff performance, which will ultimately affect the successful attainment of the hospital. Conclusion: Support from the hospital nursing management in providing support and monitoring is critical to the continuity, sustainability and successful implementation of clinical supervision. Clinical supervision activities conducted regularly in a scheduled manner will spur on the nurse’s performance.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",19,2019
387,387,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150934827&origin=inward,Some Hellenistic and late Roman terracotta lamps in the Sinop Archaeological Museum in northern Turkey,Polish Archaeology in the Mediterranean,"[('Sinop Üniversitesi', 'Sinop', 'Turkey')]","© 2019, University of Warsaw Press. All rights reserved.The paper considers some terracotta lamps from recent rescue excavations by the Sinop Archaeological Museum in ancient Sinope, classifying them by types and chronological groups, from the 2nd century BC to the 7th century AD. The lamps represent part of the local lamp-making tradition, which is underinvestigated although equally important as the amphora production industry in this eastern Paphlagonian city.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",34,2019
388,388,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150929288&origin=inward,The Forcart collection of lamps from Fayum,Polish Archaeology in the Mediterranean,"[('Universitatea Lucian Blaga din Sibiu', 'Sibiu', 'Romania')]","© 2019, University of Warsaw Press. All rights reserved.The Forcart collection of Ptolemaic, Roman and Late Roman lamps from Fayum is today the largest single-collector Egyptian lychnological corpus owned by a Swiss public institution, the Geneva Museum of Art and History, which acquired it in 1923. The importance of the 145 lamps in this collection is twofold. Firstly, all the artifacts were offered to Max Kurt Forcart by the different directors of excavations operating legally in the Fayum area during the first two decades of the 20th century, giving us a clear—even if generic—finding area, contrary to collections purchased from the various antiquaries. And secondly, even if incomplete compared to the richness and diversity of the Fayum workshops, the chronological and typological range it covers makes it a perfect companion to the only two published and illustrated lamp catalogs of regular excavations made in the area: the early 1900s work of W.M.F. Petrie at Ehnasya and the later investigations by the University of Michigan team at Karanis. Also highlighted are the unique Fayum fashions and approaches to the importation, adoption or rejection of common types found in the Nile Delta, as well as the emergence of typically microregional subtypes as discussed by John W. Hayes.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",58,2019
389,389,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150929247&origin=inward,Two unpublished terracotta oil lamps from Marina el-Alamein in Egypt,Polish Archaeology in the Mediterranean,"[('Fayoum University', 'Fayoum', 'Egypt')]","© 2019, University of Warsaw Press. All rights reserved.The two complete terracotta oil lamps published in this paper come from salvage excavations by an Egyptian team clearing House 21 in the ancient Graeco-Roman harbor of Marina el-Alamein on the northern coast of Egypt. Both are of Alexandrian manufacture, one of the two being an imitation of an Italic relief lamp. One is decorated with a representation of Sarapis enthroned, the other with a scene of roosters fighting. Both are from the 2nd–3rd century and reflect the Alexandrian cultural tradition in the life of this ancient town.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",17,2019
390,390,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150914505&origin=inward,"Terracotta oil-lamps from Egypt’s Theban region in the collection of the Metropolitan Museum of Arts, New York",Polish Archaeology in the Mediterranean,"[('Uniwersytetu Warszawskiego, Instytut Archeologii', 'Warsaw', 'Poland')]","© 2019, University of Warsaw Press. All rights reserved.The group of 17 oil lamps now in the Islamic Art Department collection of the Metropolitan Museum of Art (New York) was excavated in West Thebes in Upper Egypt by the Metropolitan Museum of Art expedition at the beginning of the 20th century. The assemblage was never fully published (apart from being included in the online MeT Collection database). The present paper documents the material in full, examining the collection and proposing in a few cases a new dating based on parallels from other sites.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",41,2019
391,391,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150904999&origin=inward,The popularity of the Ricci C type wheel-made lamps in southeastern Sicily: questions and hypotheses,Polish Archaeology in the Mediterranean,"[('Uniwersytetu Warszawskiego, Instytut Archeologii', 'Warsaw', 'Poland')]","© 2019, University of Warsaw Press. All rights reserved.At Akrai in southeastern Sicily, the University of Warsaw excavations have unearthed a huge quantity of small, wheel-made, beige-slipped lamps belonging to the Roman Republican type Ricci C. The most important conclusions from the research concern the functionality of these lamps, both as devices used for lighting in everyday life and as unused elements of votive deposits, as well as their enduring presence in southeastern Sicily when they had all but disappeared elsewhere in the Roman world. The type is a derivative of an old form and peaked in popularity in the 3rd and 2nd centuries BC. The last examples of this type seem to have been produced in the reign of Augustus.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",27,2019
392,392,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150870846&origin=inward,Conservation of a commemorative monument to the Emperor Commodus in House H21c in Marina el-Alamein,Polish Archaeology in the Mediterranean,[],"© 2019, University of Warsaw Press. All rights reserved.Current maintenance conservation work by the Polish– Egyptian Conservation Mission in Marina el-Alamein occasions a revisiting of the history of the archaeological discovery, interpretation and original conservation and anastylosis of a commemorative monument dedicated to the Roman Emperor Marcus Antoninus Commodus. The monument, a rectangular masonry structure with colonnaded front, was built inside a presumed dining or reception hall of building H21c near the harbor of the ancient Graeco-Roman town. The original project took place between 2000 and 2007 (Czerner and Medeksza 2010). Maintenance conservation after a decade created the opportunity for a more in-depth analysis of the dimensions of the monument and the individual architectural elements of which it was composed.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",14,2019
393,393,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150865937&origin=inward,Indo-Roman lamps from Ter: the long shadow of Rome or the light of transculturation?,Polish Archaeology in the Mediterranean,"[('Sun Yat-Sen University', 'Guangzhou', 'China')]","© 2019, University of Warsaw Press. All rights reserved.Ter, ancient Tagara, in the Osmanabad district (Maharashtra), is among the most important sites when discussing Indo-Roman relations. Local production of small artefacts, such as pottery lamps and figurines, reveals an enthrallment for the exotic resulting in new transcultural visual solutions. The shape, iconography, and execution of terracotta lamps of the so-called Indo-Roman type from Ter are a clear witness to this phenomenon. The absence of precise comparisons with Western productions, and the impossibility to connect them to a direct trade of lamps confirm the transcultural value of these lamps. They are indeed the product of intermingling and contact, not just a copy of well-known types; they are better understood as an original product of Indian manufacturers based on a current stylistic trend gathering inputs from different media and materials. The result is a syncretic original product, created to satisfy the refined taste of urban mercantile elites. These lamps definitely show how alien visual culture found a welcoming environment in the countries involved in ancient globalisation.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",39,2019
394,394,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150865085&origin=inward,Roman wheel-made lamps from Carthago Nova: an illuminating cult vessel?,Polish Archaeology in the Mediterranean,"[('Universidad de Murcia', 'Murcia', 'Spain')]","© 2019, University of Warsaw Press. All rights reserved.The lychnological material from Roman Hispania includes a little-known type of wheel-made oil lamp that has recently been studied for the first time: a form of small dimensions, produced between the 1st and 3rd centuries AD. Most of the known finds are from Cartagena, hence the idea that the type may have originated from this harbor. The paper reviews the available data on this lamp production and suggests a specific functionality for the type based on some peculiar characteristics.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",11,2019
395,395,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150864051&origin=inward,Isiac lamps from Alexandria and other provinces: some comparisons,Polish Archaeology in the Mediterranean,"[(""Unité de Recherche sur l'Histoire, les Langues, les Littératures et l'Interculturel"", 'Boulogne-sur-Mer', 'France')]","© 2019, University of Warsaw Press. All rights reserved.This research examines representations of deities on lamps that reflect Hellenistic syncretic processes that led to the refashioning of Pharaonic gods by the addition of Greek attributes. The different rendering of deities representing specifically the “Isiac cults” on Roman lamps produced in Egypt is discussed in an effort to outline the major differences between how the homeland gods were depicted as compared to deitieds privileged in other parts of the Roman Empire. The article is a synthesis of the exhaustive work of Tran tam Tinh on the lamps from Alexandria and the present author’s recent monograph on Isiac scenes on lamp discuses from outside Egypt.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",52,2019
396,396,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150388264&origin=inward,"The Nabī-Rasūl in Arabian/Semitic Religious Tradition: Qur’ānic Monotheism, Prophet Muḥammad and the Shaping of Muslim World View",Islamic Studies,"[('International Islamic University Malaysia', 'Kuala Lumpur', 'Malaysia')]","© 2019, Islamic Research Institute. All rights reserved.As the carriers of the message and practice of monotheism defined differently in Judaism, Christianity, and Islam, the nabī and rasūl translated as prophets occupy a central position in the Arabian/Semitic history of religion and its geographic space. This paper is based on the theory of history of religions. It views Arabia—the expanded geographic land space between Mesopotamia, Palestine, and Arabian Peninsula, which is the home ground of the religious contest between monotheism and polytheism—as a religious territory and not as a map. The contest between monotheism and polytheism in Arabia lies at the heart of religious, social, and economic disorder, chaos, and injustice, which obstructs the sustenance of equality, justice, and fraternity based on monotheism. The paper focuses on the religious role of Muḥammad (peace be upon him) as a post-Judeo-Christian prophet in Arabia by expounding on the meaning of revelation in Islam as being a scripture and the role of Prophet Muḥammad as a human exemplar. The last part of this paper explores the humanness of Prophet Muḥammad and the divineness of an unseen, imageless Allah—two religious dimensions of the Qur’ānic world view, which shape the daily life of a Muslim as an individual, his/her piety, and social engagement—representing life and thought.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",45,2019
397,397,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150368566&origin=inward,By Nakajima Shōen Translated and with an introduction by Dawn Lawson,Asia-Pacific Journal: Japan Focus,"[(""University of Michigan's Asia Library"", None, 'United States')]",,"{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",5,2019
398,398,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150357178&origin=inward,The Qisas and Diyat Law in Pakistan: Prosecution of Offence of Murder,Islamic Studies,"[('Government of Punjab', 'Lahore', 'Pakistan')]","© 2019, Islamic Research Institute. All rights reserved.The penal laws adopted and practiced by Muslims in the modern period are an appraisal of their adherence to the Qur’ānic principles of justice and contemporary human rights law. In 1990, Pakistan incorporated amendments in Pakistan Penal Code to make the penal laws of the country in consonance with the Qur’ān and the sunnah—a constitutional obligation. However, Pakistan’s existing law of homicide does not completely comply with the Qur’ānic principles of justice and human rights. The paper argues that the Qisas and Diyat Law of Pakistan has further complicated the prosecution of offence of murder on the following grounds: (a) power of legal heirs to waive off or compound the offence of intentional murder (qatl-i ‘amd) at any stage of the trial; (b) controversy over the interpretation of some sections of the law related to qatl-i ‘amd not liable to qiṣāṣ; (c) jurisdiction of the court to award punishment of ta‘zīr in cases of fasād fī ’l-arḍ wherein qiṣāṣ is waived or compounded.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",75,2019
399,399,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150355182&origin=inward,"The Opioid Epidemic and the Role of Radiology: History, Current Status, Controversies, and Appropriately Managing Pain in the Image-Guided Procedural Arena",Contemporary Diagnostic Radiology,"[('NYU Winthrop Hospital', 'Mineola', 'United States')]","© Contemporary Diagnostic Radiology. All rights reserved.Because of the enormity of the opioid epidemic, it is critical for radiologists and radiology trainees to be aware of how patients who misuse opioids may present to the emergency department and the relevant imaging findings to impact patient care efficiently and effectively. Diagnostic and interventional radiologists who perform procedures and manage patients with procedural and postprocedural pain must have a keen, current knowledge of pain management strategies to minimize the risk of their patients developing opioid addiction.","{'month': '12', 'year': '2019', 'date-text': {'@xfab-added': 'true', '$': '31 December 2019'}, 'day': '31'}",10,2019
400,400,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191024386&origin=inward,Implementation of Islamic Religious Education Learning for Children with Special Needs at Al-Azhar Elementary School Kota Bukittinggi,Jurnal Pendidikan Agama Islam,"[('Institut Agama Islam Negeri Bukittinggi', 'Bukittinggi', 'Indonesia')]","© (2020) Suharjo.The segregation education system is starting to be abandoned and shifting to an inclusive education system. The inclusive education system is to unite children with special needs (ABK) with children without special needs (ATBK) in the same class they interact with, communicate and learn together. This research uses descriptive qualitative research with data collection obtained from observations, interviews, and documentation. The implementation of Islamic religious education learning for students with special needs at SD Al-Azhar Bukittinggi unites ABK students with ATBK in a fully inclusive classroom under the supervision of class teachers and special companion teachers (GPK). The implementation of Islamic Religious Education learning for children with special needs through inclusive education at SD Al-Azhar Bukittinggi students with special needs assisted by a striking companion teacher has a better understanding of the subject matter than ABK without a special companion teacher.","{'month': '12', 'year': '2020', 'date-text': {'@xfab-added': 'true', '$': '31 December 2020'}, 'day': '31'}",16,2020
401,401,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191011432&origin=inward,Development of Character Education Models in Madrasas Through the Establishment of the Tahajud Prayer,Jurnal Pendidikan Agama Islam,"[('UIN Sunan Gunung Djati', 'Bandung', 'Indonesia')]","© (2020) Pepen Supendi.This study aimed to examine and explore the development of student character education models through habituation of programmed tahajud prayers in MTs As-Sa'idah. This research uses a qualitative approach with descriptive methods. Data collection techniques are interviews, observation, and study of literature. The results of this study, are: First, the reality of education in the inheritance of the values of character education through the process of habituating the programmed prayer; Second, the tahajud prayer is a character inheritance model that is able to preserve the values of the Sunnah of the Prophet Muhammad. The inheritance model of character education through habituation of tahajud prayer are: 1) focus, derived from the doctrine of the Qur'an and Sunnah; 2) Procedure, using a direct learning model. And the Third, the character values that can be implemented as a basis for character building show in 9 of character values.","{'month': '12', 'year': '2020', 'date-text': {'@xfab-added': 'true', '$': '31 December 2020'}, 'day': '31'}",26,2020
402,402,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190968266&origin=inward,Integration of Pancasila Values in Student Books of Islamic Religious Education and Character at High School Level,Jurnal Pendidikan Agama Islam,"[('Universitas Islam Negeri Sunan Kalijaga, Yogyakarta', 'Yogyakarta', 'Indonesia')]","© (2020) Muh. Wasith Achadi.Islamic Education and Character Education as a compulsory subject in high schools, has an important role in providing education and understanding related to Pancasila and religion, to prevent the influence of anti-Pancasila in Indonesia. The purpose of this study is to describe the integration of Pancasila values contained in the textbooks of Islamic Education and Character Education for senior high school students. This research is a library research. The results showed that some materials could be integrated with Pancasila values. (1) Class X, found in chapter I, chapter IV, VI, VII, VIII, and IX. Class XI, found in chapter I, III, IX, and XI. Class XII, found in chapter I, IV, V, VI, IX and X. (2) The integration of Pancasila values with these materials is expected to increase the spirit of nationalism and overcome the spread of anti-Pancasila ideology in Indonesia, especially among adolescents.","{'month': '12', 'year': '2020', 'date-text': {'@xfab-added': 'true', '$': '31 December 2020'}, 'day': '31'}",15,2020
403,403,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190960123&origin=inward,The Integration of 2013 Curriculum with Pesantren Curriculum in Fiqh Subject of Class X at Madrasah Aliyah Al-Mawaddah Ponorogo,Jurnal Pendidikan Agama Islam,"[('Universitas Islam Negeri Sunan Kalijaga, Yogyakarta', 'Yogyakarta', 'Indonesia')]","© (2020) Riska Wahyu Nurcendani.The aims of this research are to discover the implementation, supporting factors, and inhibiting factors of the integration of the 2013 curriculum with the pesantren curriculum in fiqh subject of class X at Madrasah Aliyah Al-Mawaddah Ponorogo. This research is a field research. The techniques of data collection used were interview, observation, and documentation. The process of analyzing the data of this study used data collection, data reduction, data presentation, and drawing data conclusions. The validity of the data was tested by triagulation technique. The research results show that: (1) The application of the integration of the 2013 curriculum with the KMI curriculum in the subject of fiqh class X Madrasah Aliyah Al-Mawaddah was held by setting the hours of study for one semester to study the KMI fiqh material and repeating the 2013 curriculum (Ministry of Religion Curriculum) fiqh material. (2) Supporting factors are the support of the pesantren leader in form of policies, a similarity in specifications between the subject matter of the 2013 curriculum curriculum (Ministry of Religion) and the KMI curriculum, and the habits of students using Arabic as the language instruction. The inhibiting factors are limited study time and crowded pesantren activities.","{'month': '12', 'year': '2020', 'date-text': {'@xfab-added': 'true', '$': '31 December 2020'}, 'day': '31'}",17,2020
