,id,link,title,publicationName,affiliation,abstract,publicationDate,ref_count,publicationYear
298,3098,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061014674&origin=inward,The billionaire hasa new boss,Forbes,[],,"{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",null,2018
299,3099,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061012831&origin=inward,Comparative proteomic analysis of human peripheral blood mononuclear cells indicates adaptive response to low-dose radiation in individuals from high background radiation areas of Kerala,Mutagenesis,"[('Homi Bhabha National Institute', 'Mumbai', 'India'), ('Bhabha Atomic Research Centre', 'Mumbai', 'India')]","© 2018 The Author(s). Published by Oxford University Press on behalf of the UK Environmental Mutagen Society. All rights reserved.There remain significant uncertainties in estimation of risks with low doses of radiation. The small coastal belt in the southwestern state of Kerala, India, extending from Neendakara in the south to Purakkad in the north is one of the most extensively studied high-level natural background radiation areas (HLNRAs) of the world to address these concerns. The natural radioactivity here is due to occurrence of monazite sand bearing placer deposits along the coastline. In this study, proteomic approach was employed to study the response of human peripheral blood mononuclear cells (PBMCs) from individuals residing in HLNRA (N = 10; mean radiation dose: 15.60 ± 3.04 mGy/y) vis-à-vis responses in individuals from adjoining normal-level natural background radiation areas (NLNRA; N = 10; mean radiation dose: ≤1.50 mGy/y) using two-dimensional gel electrophoresis coupled with mass spectrometry. A total of 15 proteins were found to be statistically altered in individuals from HLNRA when compared to individuals from NLNRA (P ≤ 0.05). Most of the changes in expression were small. The mean coefficient of variation for the differentially altered proteins was found to be ∼34%. Pathway enrichment analysis with Database for Annotation, Visualization and Integrated Discovery distinguished 44 biological processes significantly (P ≤ 0.05) modulated in HLNRA samples. More importantly, when challenged with an ex vivo dose of 2 Gy, HLNRA PBMCs responded with an up-regulation of many protective pro-survival proteins such as protein disulfide-isomerase A1 (PDIA1), peroxiredoxin 6 (PRDX6) and glucose-regulated protein 78 kDa (GRP78). PDIA1 and PRDX6 are known to play an important role in redox homeostasis. GRP78 is considered the master regulator of unfolded protein response that aims to restore endoplasmic reticulum homeostasis and thus, regulate cell survival. Principal component analysis identified clear clusters based on radiation dose. The expression changes of key proteins were validated by western blotting using additional samples from HLNRA and NLNRA. This indicates that the human cells respond to low dose of ionising radiation through dynamic changes in the proteome to maintain adaptive homeostasis. These findings emphasise that the dose-response relationship at low doses of radiation may not be linear and, thus, provide mechanistic challenge to the linear-no-threshold hypothesis.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",29,2018
300,3100,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061012162&origin=inward,"Billionaire, bust and back",Forbes,[],,"{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",null,2018
301,3101,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061007031&origin=inward,Social shopping,Forbes,[],,"{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",null,2018
302,3102,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061000604&origin=inward,Cryptopia's last hope,Forbes,[],,"{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",null,2018
303,3103,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060990840&origin=inward,Quantitative analysis of γh2AX reveals distinct responses in multiple mouse organs after administration of mitomycin C or ethyl methanesulfonate,Mutagenesis,"[('FUJIFILM Corporation', 'Minato', 'Japan')]","© 2018 The Author(s).Ser139-phosphorylated H2AX (γH2AX) is a functional biomarker of DNA double-strand breaks. However, its conventional detection for in vivo samples relies on immunological methods using anti-γH2AX antibodies, making quantitative analysis difficult. Here, we established an absolute γH2AX quantification in vivo method for multiple organs in mice using liquid chromatography-triple quadrupole tandem mass spectrometry. When applying the method to male Institute of Cancer Research (ICR) mice (8 weeks old), the testes showed the highest γH2AX level (2.3% of total H2AX), followed by the bone marrow (0.51%), stomach (0.28%), kidney (0.20%), spleen (0.20%), liver (0.15%) and lung, which had the lowest overall level (0.10%). After intraperitoneal administration of 2 mg/kg mitomycin C in mice, γH2AX levels increased until 2-4 h, followed by a monotonical decrease to the control level in the bone marrow and spleen, and increased moderately until 24 h, followed by a slight decrease by 48 h in the liver, stomach, lung and kidney. After oral administration of 400 mg/kg ethyl methanesulphonate, γH2AX levels increased until 8 h and then decreased to the control level by 24-48 h in the spleen and kidney, increased until 24 h and then slightly decreased until 48 h in the bone marrow and lung, increased until 8 h and plateaued by 48 h in the liver, and decreased until 8 h and then increased to the control level in the stomach. Both the genotoxic chemicals did not alter γH2AX levels in the testes. These results indicate that our novel method could reveal variation in the γH2AX state in mouse organs and allows monitoring of the in vivo dynamics induced by genotoxic chemicals.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",49,2018
304,3104,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060990827&origin=inward,18-wheelers at app speed,Forbes,[],,"{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",null,2018
305,3105,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060981558&origin=inward,The accidental caviar king,Forbes,[],,"{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",null,2018
306,3106,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060969395&origin=inward,"Induction of in vivo Pig-a gene mutation but not micronuclei by 5-(2-chloroethyl)-2'-deoxyuridine, an antiviral pyrimidine nucleoside analogue",Mutagenesis,"[('Novartis International AG', 'Basel', 'Switzerland')]","© 2018 The Author(s).5-(2-Chloroethyl)-2'-deoxyuridine (CEDU) was developed as an antiviral drug. It has been studied in a number of in vitro and in vivo genotoxicity assays and is considered an unusual nucleoside analogue owing to its potent mutagenic potential, with little to no measurable clastogenic activity. Given this atypical profile, CEDU represented an interesting compound for evaluating the in vivo Pig-a gene mutation assay, a test that is undergoing extensive validation for regulatory safety applications. The current report describes two studies with 7-week-old male Wistar Han rats, one that exposed animals to several dose levels of CEDU for 5 consecutive days, the other for 28 consecutive days. Blood samples were collected at several time points and analysed for Pig-a mutant cell frequencies via flow cytometry. These Pig-a analyses were accompanied by micronucleated reticulocyte (MN-RET) measurements performed with blood samples collected 1 day after cessation of treatment. Both studies showed robust CEDU dose-related increases in Pig-a mutant reticulocytes and mutant erythrocytes. Conversely, neither experiment showed evidence of a CEDU-related MN-RET-inducing effect. These rat haematopoietic cell results were in good agreement with those of earlier mouse studies where in vivo mutagenesis was observed, without clastogenicity/aneuploidy. Taken together, these data add further support to the concept that the Pig-a assay represents an important complement to the widely used in vivo micronucleus assay, as it expands the range of important DNA lesions that can be detected in short-term as well as protracted exposure study designs.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",22,2018
307,3107,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060889726&origin=inward,What does it mean ‘to exist’ in physics?,Zagadnienia Filozoficzne w Nauce,"[('Pontifical University of John Paul II', 'Krakow', 'Poland')]","© 2018 Copernicus Center Press. All Right Reserved.Physical theories give us the best available information about what there exists. Although physics is not ontology, it can be ontologically interpreted. In the present study, I propose to interpret physical theories la Quine, i.e. not to speculate about what really exists, but rather to identify what a given physical theory presupposes that exists. I briefly suggest how Quine’s program should by adapted to this goal. To put the idea to the test, I apply it to the famous Hartle–Hawking model of the quantum creation of the universe from nothing, and try to discover what kind of nothingness the model presupposes. I also make some remarks concerning ontological commitments of the method of physics itself.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",12,2018
308,3108,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060882173&origin=inward,Can we prove existence of completely random events?,Zagadnienia Filozoficzne w Nauce,"[('Center for Theoretical Physics of the Polish Academy of Sciences', 'Warsaw', 'Poland')]","© 2018 Copernicus Center Press. All Right Reserved.I show how classical and quantum physics approach the problem of randomness and probability. Contrary to popular opinions, neither we can prove that classical mechanics is a deterministic theory, nor that quantum mechanics is a nondeterministic one. In other words it is not possible to show that randomness in classical mechanics has a purely epistemic character and that of quantum mechanics an ontic one. Nevertheless, recent developments of quantum theory and increasing experimental possibilities to check its predictions call for returning to the problem of comparing possibilities given by classical and quantum physics to accommodate and prove the existence of a ‘genuine randomness’. Recent results concerning ‘amplification of randomness’ show that, in certain sense, quantum physics is in fact ‘more random’ that classical and outperforms it in producing a ‘truly random process’.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",60,2018
309,3109,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060881758&origin=inward,On the adequacy of qualifying roger penrose as a complex pythagorean,Zagadnienia Filozoficzne w Nauce,"[('Pontifical University of John Paul II', 'Krakow', 'Poland')]","© 2018 Copernicus Center Press. All Right Reserved.The aim of the presented article is to provide an in-depth analysis of the adequacy of designating Penrose as a complex Pythagorean in view of his much more common designation as a Platonist. Firstly, the original doctrine of the Pythagoreans will be briefly surveyed with the special emphasis on the relation between the doctrine of this school and the teachings of the late Platonic School as well as its further modifications. These modifications serve as the prototype of the contemporary claims of the mathematicity of the Universe. Secondly, two lines of Penrose’s arguments in support of his unique position on the ontology of the mathematical structures will be presented: (1) their existence independent of the physical world in the atemporal Platonic realm of pure mathematics and (2) the mathematical structures as the patterns governing the workings of the physical Universe. In the third step, a separate line of arguments will be surveyed that Penrose advances in support of the thesis that the complex numbers seem to suit these patterns with exceptional adequacy. Finally, the appropriateness of designation Penrose as a complex Pythagorean will be assessed with the special emphasis on the suddle threshold between his unique position and that of the adherents of the mathematicity of the Universe.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",28,2018
310,3110,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060879603&origin=inward,Contemporary problems in medicine – Technique or ethics?,Zagadnienia Filozoficzne w Nauce,"[('Jagiellonian University Medical College', 'Krakow', 'Poland')]","© 2018 Copernicus Center Press. All Right Reserved.Technical and pharmacological revolution in contemporary medicine has not resolved the ethical problems that seem to be more relevant today than ever before. Most of the papers that concern medical ethics focus on ‘great’ problems, such as human genome sequencing, or-ganizms cloning and quantitative or qualitative interference with life creation. This article, however, describes practical ethical problems that the doctors face in every-day practice. First of all, the problem of how the standards of prophilaxis and treatment should be established when the costs exceed financial possibilities of a health system. Secondly, how to face the problem of rare diseases when the cost of a single patient treatment may be equal to the whole medical department budget. Thirdly, how to procede with elderly patients with multiple diseases qualified for invasive procedures. All of these examples share the common base: in these cases the technical equipment is at our disposal, yet we cannot or we do not want to use it.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",4,2018
311,3111,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060861467&origin=inward,Negation in the language of theology – Some issues,Zagadnienia Filozoficzne w Nauce,"[('Pontifical University of John Paul II', 'Krakow', 'Poland')]",© 2018 Copernicus Center Press. All Right Reserved.The paper consists of two parts. In the first one I present some general remarks regarding the history of negation and attempt to answer the philosophical question concerning the essence of negation. In the second part I resume the theological teaching on the degrees of certainty (notae theologice) and point to five forms of negation – known from other areas of research – as applied in the framework of theological investigations.,"{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",17,2018
312,3112,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060858580&origin=inward,On the observability of the early universe,Zagadnienia Filozoficzne w Nauce,"[('Università degli Studi di Milano', 'Milan', 'Italy')]","© 2018 Copernicus Center Press. All Right Reserved.In the framework of contemporary cosmology, the age-old aspiration to inquire the outer limits of the universe translates into our effort to observe the initial stages of cosmic history. Thanks to a fortunate combination of astronomical circumstances, and pushing mm-wave technology to its limits, today we are able to image the early universe in great detail, back at a time (t ∼ 380,000 yr) when cosmic age was only 0.0027% of its present value. The state of the art in the field has been set by the ESA Planck mission, launched in 2009, dedicated to precision measurements of the cosmic microwave background (CMB). Planck observed the full sky for 4 years in a wide frequency range, reaching µK sensitivity both in temperature and polarization. The latest results, published by the Planck Collaboration in 2018, are in exquisite agreement with the simplest 6-parameter ΛCDM model and constrain the main cosmological parameters with percent-level accuracy. Furthermore, the Planck data yield insight on the very early universe (t ∼ 10− 35s), opening the way to a new generation of experiments searching for the possible signatures of primordial gravitational waves in the CMB polarization pattern.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",25,2018
313,3113,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060842758&origin=inward,Black holes: Do they exist?,Zagadnienia Filozoficzne w Nauce,"[('Uniwersytet Jagielloński', 'Krakow', 'Poland')]","© 2018 Copernicus Center Press. All Right Reserved.Black holes entered scientific literature as early as at the end of eighteenth century. They had been known at that time as dark stars, but their concept did not find its way to physics or astronomy, and had been abandoned for more than one hundred years. I shall sketch historical developments and discuss present mathematical and observational status of black holes.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",15,2018
314,3114,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060788956&origin=inward,Novel homozygous mutation in the WWOX gene causes seizures and global developmental delay: Report and review,Translational Neuroscience,"[('King Abdulaziz Medical City - Riyadh', 'Riyadh', 'Saudi Arabia')]","© 2018 Salleh N. Ehaideb et al.The WWOX gene has a WW domain containing oxidoreductase, which is located at the common fragile site FRA16D at chromosome 16q23. WWOX is a tumor suppressor gene that has been associated with several types of cancer such as hepatic, breast, lung, prostate, gastric, and ovarian. Recently WWOX has been implicated in epilepsy, where studies show homozygous loss-of-function mutation lead to early-infantile epileptic encephalopathy, spinocerebellar ataxia, intractable seizures and developmental delay, and early lethal microcephaly syndrome with epilepsy. Here we investigate two consanguineous Saudi families and we identified three probands with epileptic encephalopathy. Whole exome sequencing revealed a novel homozygous mutation in the WWOX gene in one proband. In addition, we identified a previously reported WWOX mutation in two probands. Later on these findings were confirmed with Sanger sequencing. The underlying mechanism on how WWOX mutations lead to seizure remains elusive. To date very few WWOX mutations have been associated with neurological disorder and our newly identified mutations support the notion that WWOX play an important role in neurons and will aid in better diagnosis and genetic counseling.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",31,2018
315,3115,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060738825&origin=inward,Optimized phos-tag mobility shift assay for the detection of protein phosphorylation in planta,Journal of Plant Biotechnology,"[('Gyeongsang National University', 'Jinju', 'South Korea')]","© Korean Society for Plant Biotechnology.Post-translational modification of proteins regulates signaling cascades in eukaryotic system, including plants. Among these modifications, phosphorylation plays an important role in modulating the functional properties of proteins. Plants perceive environmental cues that directly affect the phosphorylation status of many target proteins. To determine the effect of environmentally induced phosphorylation in plants, in vivo methods must be developed. Various in vitro methods are available but, unlike in animals, there is no optimized methodology for detecting protein phosphorylation in planta. Therefore, in this study, a robust, and easy to handle Phos-Tag Mobility Shift Assay (PTMSA) is developed for the in vivo detection of protein phosphorylation in plants by empirical optimization of methods previously developed for animals. Initially, the detection of the phosphorylation status of target proteins using protocols directly adapted from animals failed. Therefore, we optimized the steps in the protocol, from protein migration to the transfer of proteins to PVDF membrane. Supplementing the electrophoresis running buffer with 5 mM NaHSO3 solved most of the problems in protein migration and transfer. The optimization of a fast and robust protocol that efficiently detects the phosphorylation status of plant proteins was successful. This protocol will be a valuable tool for plant scientists interested in the study of protein phosphorylation.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",27,2018
316,3116,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060722989&origin=inward,In vitro micropropagation of M.26 (Malus pumila Mill) apple rootstock and assessment of the genetic diversity of proliferated plantlets using simple sequence repeat markers,Journal of Plant Biotechnology,"[('National Institute of Horticultural and Herbal Science', 'Wanju-gun', 'South Korea')]","© Korean Society for Plant Biotechnology.The objective of this study was to determine the most effective medium condition of shoot proliferation and root formation for the efficient in vitro micropropagation of M.26 (Malus pumila Mill). Simple sequence repeat (SSR) markers were used to analyze the genetic diversity of micro-propagated and greenhouse grown M.26. Shoot proliferation was carried out in MS (Murashige and Skoog) containing benzyladenin (BA, 0.5 ~ 5.0 mg･L-1) and thidiazuron (TDZ, 0.01 ~ 0.1 mg･L-1). The highest number of shoots (10.67 shoots per explant) was induced by adding BA at a concentration 1.0 mg･L-1. TDZ treatments caused higher hyperhydricity rate in cultured explants than in BA treatments. There was no significant effect of both BA and auxin on shoot proliferation, and the optimum proliferation medium for M.26 was MS medium containing 1.0 mg･L-1 BA. To find a suitable medium composition for shoot rooting, we tested different concentrations indole-3-butyric acid (IBA) and α-naphthaleneacetic acid (0.5 ~ 5.0 mg･L-1), MS medium (1/4-1), sucrose (0 ~ 30 g･L-1). The shoots showed good rooting on half-strength MS medium containing 1.0 mg･L-1 IBA and 15-20 g･L-1 sucrose. The rooting rate (100%), number of roots (10.45 ~ 13.60 roots per explant), root length (7.41 ~ 8.33 cm), and shoot length (4.93 ~ 5.38 cm) were good on this medium. Fifteen SSR primers were detected in a total of 30 alleles in 20 micro-propagated plantlets, all SSR profiles from micro-propagated plantlets were monomorphic and similar to greenhouse grown control plantlet M.26 plant. The results indicated that M.26 micro-propagated plantlets were genetically stable.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",40,2018
317,3117,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060710496&origin=inward,Antioxidant activity and content of phenolic compounds in fruits of mainly cultivated blueberries in Korea,Journal of Plant Biotechnology,"[('Yeungnam University', 'Gyeongsan', 'South Korea')]","© Korean Society for Plant Biotechnology.Fruits of 10 cultivars (‘Blue Gold’, ‘Brigitta’, ‘Coville’, ‘Duke’, ‘Nelson’, ‘North Blue’, ‘Rancocas’, ‘Sierra’, Sunrise, and ‘Weymouth’) of blueberries (Vaccinum cory-mbosun) were analyzed for characteristics, contents of total phenolic compounds and flavonoids and antioxidant activity in this study. Fruit weights ranged from 0.83 to 1.88 g. Total soluble solids concentration varied from 9.7 in ‘Duke’ to 16.6 Brix in ‘Sierra’ with titratable acidities of 0.94 % in ‘Sunrise’ and 1.75% in ‘Brigitta’. There are relatively high contents in ‘North Blue’ (23.75 mg GAE·g-1 FW) and low contents in ‘Coville’ (17.15 mg GAE·g-1 FW) in total phenolic compounds. Contents of total phenolic compounds were high in ‘Nelson’(14.1 mg QE·g-1 FW) and low in ‘Duke’ (10.1 mg QE·g-1 FW). Analysis of antioxidant activity of blueberry fruits showed that there were high acitiviites of ABTS+ radical scavenging in ‘Rancoccas’ (82.2%), ‘Bluegold’ (79.6%), and ‘Nelson’ (77.8%), and high activities of DPPH radical scavenging in ‘Rancocca’ (76.0%), and high in hydroxy radical scavenging in ‘Nelson’ (73.0%). Quantification analysis method of qualitative data showed that ‘Bluegold’, ‘Nelson’, ‘Northblue’, and ‘Rancocas’ had high contents of phenol and flavonoid compounds, and activity antioxidants of berries. Blueberry cultivars selected by statistical quantification analysis can be utilized as valuable genetic resources for breeding of blueberry with high antioxidant activities in the future.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",45,2018
318,3118,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060708890&origin=inward,Expression and phosphorylation analysis of soluble proteins and membrane-localised receptor-like kinases from Arabidopsis thaliana in Escherichia coli,Journal of Plant Biotechnology,"[('Chungnam National University', 'Daejeon', 'South Korea')]","© Korean Society for Plant Biotechnology.Molecular and functional characterization of proteins and their levels is of great interest in understanding the mechanism of diverse cellular processes. In this study, we report on the convenient Escherichia coli-based protein expression system that allows recombinant of soluble proteins expression and cytosolic domain of membrane-localised kinases, followed by the detection of autophosphorylation activity in protein kinases. This approach is applied to regulatory proteins of Arabidopsis thaliana, including 14-3-3, calmodulin, calcium-dependent protein kinase, TERMINAL FLOWER 1(TFL1), FLOWERING LOCUS T (FT), receptor-like cytoplasmic kinase and cytoplasmic domain of leucine-rich repeat-receptor like kinase proteins. Our Western blot analysis which uses phospho-specific antibodies showed that five putative LRR-RLKs and two putative RLCKs have autophosphorylation activity in vitro on threonine and/or tyrosine residue(s), suggesting their potential role in signal transduction pathways. Our findings were also discussed in the broader context of recombinant expression and biochemical analysis of soluble and membrane-localised receptor kinases in microbial systems.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",47,2018
319,3119,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060707414&origin=inward,Current status of new plant breeding technology and its efforts toward social acceptance,Journal of Plant Biotechnology,"[('Hankyong National University', 'Anseong', 'South Korea')]","© Korean Society for Plant Biotechnology.Although new plant breeding technologies facilitate efficient plant breeding without introducing a transgene, they are creating indistinct boundaries in the regulation of genetically modified organisms (GMOs). The rapid advancement in plant breeding by genome-editing requires the establishment of a new global policy for the new biotechnology, while filling the gap between process-based and product-based GMO in terms of regulations. In this study recent developments in producing major crops using new plant breeding technologies were reviewed, and a regulatory model that takes into account the various methodologies to achieve genetic modifications as well as the resulting types of mutation were proposed. Moreover, the communication process were discussed in order to understand consumers’ current situation and problems of new plant breeding technology, establish social acceptance well, and understand consumers’ disputes such as GMO crops.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",30,2018
320,3120,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060707092&origin=inward,The development of new soybean strain with ti and cgy<inf>1</inf> recessive allele,Journal of Plant Biotechnology,"[('Gyeongsang National University', 'Jinju', 'South Korea')]","© Korean Society for Plant Biotechnology.Soybean [Glycine max (L.) Merr.] seed is an important dietary source of protein, oil, carbohydrate, isoflavone and other various nutrients for humans and animals. However, there are anti-nutritional factors in the raw mature soybeans. Kunitz trypsin inhibitor (KTI) protein and stachyose are the main anti-nutritional factors in soybean seed. The α′-subunit of β-conglycinin protein exhibit poor nutritional and food processing properties. The genetic removal of the KTI and α′-subunit proteins will improve the nutritional value of the soybean seed. The objective of this research was to develop a new soybean strain with KTI and α′-subunit protein free (titicgy1cgy1 genotype) and proper agronomic traits. A breeding population was developed from the cross of the Bl-1 and 15G1 parents. A total of 168 F2 seeds from the cross of the BL-1 and 15G1 parents were obtained. The segregation ratios of 9: 3: 3: 1 (104 Ti_Cgy1_: 30 Ti_cgy1cgy1: 21 cgy1cgy1Ti_: 13 titicgy1cgy1) between the Ti and Cgy1 genes in the F2 seeds were observed (χ2= 5.12, P=0.5–0.10). Two F4 plant strains with proper agronomical traits and titicgy1cgy1 genotype (free of both KTI and α′ -subunit protein) were selected and harvested. 2 strains (S1 and S2) had yellow seed coats and hilum. The plant height of the S1 strain was 65 centimeters. The 100-seed weight was 29.2 g. The plant height of the S2 strain was 66 centimeters and 100-seed weight was 26.2 g. The two strains selected in this research will be used to improve the new cultivar that will be free of the KTI and α′-subunit proteins.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",15,2018
321,3121,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060705832&origin=inward,Identification of ABSCISIC ACID (ABA) signaling related genes in Panax ginseng,Journal of Plant Biotechnology,"[('Chungbuk National University', 'Cheongju', 'South Korea')]","Korean Society for Plant BiotechnologyKorean ginseng (Panax ginseng) has long been cultivated as an important economic medicinal plant. Owing to the seasonal and long-term agricultural cultivation methods of Korean ginseng, they are always vulnerable to various environmental stress conditions. ABSCISIC ACID (ABA) is an essential plant hormone associated with seed development and diverse abiotic stress responses including drought, cold and salinity stress. By modulating ABA responses, plants can regulate their immune responses and growth patterns to increase their ability to tolerate stress. With recent advances in genome sequencing technology, we first reported the functional features of genes related to canonical ABA signaling pathway in P. ginseng genome. Based on the protein sequences and functional genomic analysis of Arabidopsis thaliana, the ABA related genes were successfully identified. Our functional genomic characterizations clearly showed that the ABA signaling related genes consisting the ABA receptor proteins (PgPYLs), kinase family (PgSnRKs) and transcription factors (PgABFs, PgABI3s and PgABI5s) were evolutionary conserved in the P. ginseng genome. We confirmed that overexpressing ABA related genes of P. ginseng completely restored the ABA responses and stress tolerance in ABA defective Arabidopsis mutants. Finally, tissue and age specific spatio-temporal expression patterns of the identified ABA-related genes in P. ginseng tissues were also classified using various available RNA sequencing data. This study provides ABA signal transduction related genes and their functional genomic information related to the growth and development of Korean ginseng. Additionally, the results of this study could be useful in the breeding or artificial selection of ginseng which is resistant to various stresses.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",32,2018
322,3122,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060705165&origin=inward,Development of transgenic potato with improved anthocyanin contents using sweet potato IbMYB1 gene,Journal of Plant Biotechnology,"[('Gyeongsang National University', 'Jinju', 'South Korea')]","© Korean Society for Plant Biotechnology.The R2R3-type protein IbMYB1 transcription factor is a key regulator for anthocyanin biosynthesis in the storage roots of sweet potatoes. It was previously demonstrated that the IbMYB1 expression stimulates anthocyanin pigmentation in tobacco leaves, arabidopsis and storage roots of sweet potatoes. In this study, we generated the transgenic potato plants that express the IbMYB1 genes, which accumulated high levels of anthocyanins under the control of either the tuber-specific patatin (PAT) promoter or oxidative stress-inducible peroxidase anionic 2 (SWPA2) promoter. The PAT-MYB1 transgenic lines exhibited higher anthocyanin levels in the tuber than the empty vector control (EV) or SWPA2-MYB1 plants. When combined, our results indicated that overexpression of the IbMYB1 is a highly promising strategy for the generation of transgenic plants with enhanced tissue specific anthocyanin production.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",17,2018
323,3123,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060704121&origin=inward,Quality and genetic relationship on dehulling characteristic in oat variety,Journal of Plant Biotechnology,"[('National Institute of Crop Science', 'Wanju-gun', 'South Korea')]","© Korean Society for Plant Biotechnology.The consumption of oats (Avena sativa L.) with high nutritional utility is accelerating due to the increased consumers’ demand for functional foods. In Korea, naked oats are used as food, while covered oats are used for animal feed. However, it is difficult to distinguish naked oats from covered oats when the husk is removed from the grains by a special process. The present study was carried out to investigate experimental methods that would be beneficial in the segregation of different types of oats after husk removal. Grain quality-related biochemical compounds were analyzed in a bid to differentiate the oat dehulling characteristics. In addition, 61 SSR markers were examined for genetic relationship and variety identification of oats using five naked and seven covered oat varieties. Results showed that, the contents of protein, lipid, and β-glucan were not significantly different among the oat varieties and this could not be used as an index for distinguishing oats husk character. However, in the fatty acid composition ratio,, naked oats had a higher ratio of stearic acid (C18:0) and oleic acid (C18:1) than covered oats, and covered oats had a higher ratio of linoleic acid (C18:2) and linoleic acid (C18:3) than naked oats. The assessment of SSR marker genotype revealed that 33 polymorphic bands among 12 oat varieties and 1 variety could be distinguished through the combination of polymorphic markers thus indicating the usability of these markers for variety identification in oats.","{'month': '12', 'year': '2018', 'date-text': {'@xfab-added': 'true', '$': '31 December 2018'}, 'day': '31'}",15,2018
